"line","text","examen","schooltype","id","toets_id","school_id","leerling_id","T3F_54"
37,"Kleenex heeft als bronnen Bioharma gezondheidsnet.nl en het EAACI. Gezondheidsnet bestaat niet meer en het EAACI herkent de cijfers niet. Biohorma haalt als bron het KNMI naar boven maar die zegt geen cijfers te hebben. De beweringen van Kleenex zijn niet te controleren, want nergens worden specifiek de cijfers van hooikoorts gegeven. Maar het aantal mensen met hooikoorts stijgt wel. Echter neemt deze stijging af dus drastisch is die niet te noemen. En er is al helemaal geen sprake van een verdubbeling.","T81-220220048.txt","vwo","P36","T81",75,48,11
38,"Bij de door Kleenx uitgesproken bewering worden  bronnen gebruikt ter ondersteuning, waarvan de eerste bron een site betreft die niet langer bestaat en de woordvoerder van de site de door Kleenex gevonden cijfers niet te herkennen. De tweede bron zou aantonen dat het aantal hooikoortspatienten fors stijgt. Dit zou blijken uit het KNMI, echter zegt het KNMI geen hooikoortscijfers te hebben. Ook is het schatten van het aantal hooikoortspatienten zeer moeilijk, omdat niemand de aantallen bij houdt, deze zijn namelijk seizoensgebonden en  een doktersbezoek blijkt vaak uit. Het is ook zeer moeilijk te bepalen wanneer iemand hooikoorts heeft, de reactie op pollen etc. moet worden onderscheiden van op hooikoorts lijkende klachten en neusallergi�n. Het CMR heeft onderzoek gedaan naar het aantal personen met hooikoorts en hieruit is gebleken dat het patientenaantal inderdaad toeneemt, maar zeker niet drastisch. Ook is het onderzoek van Kleenex niet inzichtelijk gemaakt.","T81-220220049.txt","vwo","P37","T81",75,49,13
39,"Kleenex beweert dat ��n op de vijf mensen last heeft hooikoorts en dat dat aantal drastisch groeit. In het artikel van Gezondheidsnet.nl (��n van de twee bronnen) wordt gesteld dat hooikoorts ""een groot probleem"" is. Als bron wordt onder andere Allergie-site.nl genoemd. Deze site bestaat niet langer en de andere bron herkent het cijfer niet. De andere bron die werd geraadpleegd door Kleenex bevat een uitspraak met cijfers van KNMI. Maar het KNMI zegt geen hooikoortscijfers te hebben. De bewering van Kleenex is tweeledig. Ten eerste: ��n op de vijf Nederlanders heeft last van hooikoorts en ten tweede: dat aantal groeit drastisch. Het is echter niet mogelijk om vast te stellen hoeveel mensen nou daadwerkelijk hooikoorts hebben. De groei van het aantal bij de huisarts geregistreerde gevallen neemt af. Er is geen recentere data beschikbaar dan over . Het interne onderzoek van Kleenex is niet inzichtelijk gemaakt.","T81-220220050.txt","vwo","P38","T81",75,50,10
40,"Volgens een Europees onderzoek stijgt de Hooikoortspati�nten met  tot  procent i.p.v. %. De bron van dit onderzoek uit Het dagblad spits worden EAACI en allergie-site.net genoemd maar die bestaan of Herkennen deze stijging van % niet. Ook is Het controleren van het aantal hooikoortspati�nten vrijwel onmogelijk. ook moet er onderscheidt worden gemaakt tussen verscHillende allergi�n zoals rHinitis dat geen Hooikoorts is. als er een bepaalde stad wel Het aantal Hooikoorts gevallen meet betekent dat niet dat de uitslag voor Het Hele land geldt. (prevalentie). de registratie van Hooikoortspati�nten door Huisartsen neemt af en zijn dus van deze tijd niet betrouwbaar en is dus de uitspraak ongefundeerd","T81-220220052.txt","vwo","P39","T81",75,52,6
41,"Kleenex beweerd op basis van eigen onderzoek in samenwerking met de University of Worcester dat  op de  mensen last heeft van hooikoorts en ","T81-220220053.txt","vwo","P40","T81",75,53,10
42,"De bewering dat  op de  mensen last heeft van hooikoorts en het aantal groeit, is ongefundeerd Omdat Kleenex hiervoor bronnen heeft gebruikt, die niet meer bestaan of zeggen de onderzoeken niet te herkennen. Hierdoor is het te betwijfelen of er wel echt onderzoeken hebben plaatsgevonden. Ook het feit dat het aantal mensen dat hooikoorts heeft niet bekend is, maakt het onduidelijk. Dit komt doordat doktersbezoek niet meer noodzakelijk is. iedereen kan zelf hooikoortsmedicijnen halen. Hierdoor kun je dat ook niet zeggen dat de aantallen zijn gestegen, want die zijn niet bekend. Hoewel onderzoeken naar bijvoorbeeld neus- en ademhalingsallergie�n inderdaad Rond de % uitkomen, is hierbij niet apart naar hooikoorts gekeken. Het aantal diagnoses van hooikoorts is tot  w�l toegenomen, maar recentere cijfers zijn niet beschikbaar. Omdat er dus geen accurate cijfers zijn, geen recente onderzoeken en geen controleerbare bronnen zijn, wordt de uitspraak ongegrond beoordeelt.","T81-220220055.txt","vwo","P41","T81",75,55,12
43,"De uitspraken van het Europese onderzoek zijn gebasseerd op eigen onderzoek. Bij nakijking Van de Nederlandse en het gebruikte bronnen EAACI, bleken de bronnen de Uitkomsten; Niet te herkennen. Daarnaast blijkt het bijzonder lastig een schatting te maken van het aantal mensen met hooikoorts, omdat het aantallen niet goed worden bijgehouden. Het RIVM met een bevolkingsonderzoek gaf ook geen uitsluitsel, omdat er geen onderscheid werd gemaakt tussen hooikoorts en andere vormen van neusallergie. Daarnaast geven cijfers van door huisartsen gediagnoticeerde gevallen geen uitsluitsel, omdat lang niet iedereen de huisarts bezoekt vanwege hooikortsklachten. Wel kan er gekeken worden of het aantal huisartsbezoeken voor hooikoorts in verhouding tot het totaal aantal huisartsbezoeken toeneemt. Hierop kan wel gewezen worden dat het aantal toenam, maar met hoeveel, met een verdubbeling volgens Kleenex, kan niet gezegd worden","T81-220220056.txt","vwo","P42","T81",75,56,10
44,"Het cijfer dat Kleenex heeft gevonden wordt niet herkend door de woordvoerder van het EAACI. KNMI zou het cijfer hebben gehad door (twee woorden onleesbaar) dat de hooikoortspati�nten in Nederland van  naar  % zou zijn gegaan. KNMI heeft het cijfer niet. Het is bijzonder lastig om een schatting te maken v/h aantal mensen met hooikoorts, want de klachten vari�ren per jaar. Er zijn bovendien verschillende soorten hooikoorts. In Nederland verzamelt de CMR sinds  ' door huisartsen gediagnosticeerde gevallen van hooikoorts. Dit biedt geen uitsluitsel over prevalentie omdat niet iedereen de huisarts bezoekt voor hooikoorts. Dus de uitspraak  op  is niet te onderzoeken. Kleenex bronnen zijn dus niet controleerbaar. Er kan wel worden gekeken of de diagnoses van hooikoorts toenemen. Dat was wel het geval. Het kan dus wel zijn voorgekomen. Een verdubbeling in - jaar is onwaarschijnlijk. Vanaf ' neemt het aantal door huisartsen geregistreerde gevallen af. In Nederland zijn dus geen accurate gegevens beschikbaar.","T81-220220057.txt","vwo","P43","T81",75,57,8
45,"Kleenex beweert dat ��n op de vijf Nederlanders last heeft van hooikoorts en dat dat aantal drastisch stijgt. Next.checkt concludeert dat de bronnen waarop Kleenex zich baseert verkeerd gebruikt zijn of niet te controleren. Ook is het niet mogelijk een accurate schatting te geven aangezien geneesmiddelen vrij verkrijgbaar zijn  en doktersbezoek niet altijd nodig is. Daarbij komt dat de grens tussen hooikoorts en andere allergie�n soms onduidelijk is. Het aantal diagnoses van hooikoorts is de laatste jaren ook afgenomen en de verdubbeling waarvan Kleenex spreekt is dus onwaarschijnlijk en ongefundeerd. Ook zijn er geen recente data over Nederland en dit maakt de beweringen van Kleenex niet alleen onwaarschijnlijk maar ook ongefundeerd.","T81-223840063.txt","vwo","P44","T81",84,63,8
46,"De cijfers die door Kleenex worden gegeven zijn afkomstig van bronnen, die beweren dat die cijfers niet van hen afkomstig zijn. Daarbij worden er geen cijfers bijgehouden over het aantal hooikoortspati�nten dat er is , omdat de klachten seizoensgebonden zijn en per jaar vari�ren. Ook is het lastig om hooikoorts te onderscheiden, omdat er allergi�n zijn  die dezelfde reacties geven als hooikoorts. Mensen die de klachten die bij hooikoorts horen hebben bezoeken ook niet altijd de huisarts, waardoor lang niet alle hooikoortspati�nten worden geregistreerd. Uit die registratie die er wel is blijkt echter dat de groei van het aantal hooikoortspati�nten afneemt.  Verder zijn er weinig andere recente data beschikbaar over hooikoorts in Nederland, de meeste recente gegevens zijn namelijk uit . Ook heeft Kleenex het eigen onderzoek niet gepubliceerd.","T81-223840064.txt","vwo","P45","T81",84,64,11
48,"'Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch.' Dit beweert Kleenex. Next.checkt beoordeelt deze bewering als ongefundeerd, omdat het onderzoek van Kleenex gebaseerd is  op cijfers van bronnen , die weer andere bronnen hadden gebruikt, maar die niet over hooikoortscijfers beschikken. De bronnen zijn niet controleerbaar. Ook is er niemand die de aantallen bijhoudt, omdat niet alle gevallen bij een dokter gediagnosticeerd worden. In Finland is een onderzoek geweest, waaruit bleek dat % van de bevolking hooikoorts bleek te hebben, maar dit betekent niet dat dit ook in het geval van Nederland is. In onderzoeken van Nederland bleek hooikoorts niet apart onderzocht te zijn, maar neusallergie. Niemand weet hoeveel personen met neusallergie hooikoorts hebben. Het CMR heeft onderzocht in periode - naar de stijging van hooikoorts. Er was wel een stijging, maar van verdubbeling was geen sprake, omdat veel gevallen niet door dokters zijn geregistreerd.","T81-223840066.txt","vwo","P46","T81",84,66,7
49,"Kleenex zou zich deels hebben gebaseerd  op onderzoek van Gezondheidsnet.nl. Deze site baseerde zich op twee bronnen: Allergie-site.nl, welke tegenwoordig niet meer bestaat, en het EAACI, maar deze beweerdt de in de mond gelegde getallen niet te kennen. Kleenex zou zich tevens op het persbericht van Biohorma hebben gebasseerd. Dit persbericht was echter weer gebasseerd op cijfers van het KNMI, maar ook deze instantie zegt geen hooikoortscijfers te hebben. Logisch natuurlijk, want niemand houdt de cijfers bij, omdat het seizoensgebonden klachten zijn. Naar onderzoek blijkt wel , %  van de Nederlanders een ademhalingsallergie te hebben, maar hier is niet gekeken naar hooikoorts apart. De bronnen waarop Kleenex zich baseerd blijken dus oncontroleerbaar.","T81-223840067.txt","vwo","P47","T81",84,67,9
50,"Kleenex beweert dat % van Nederland lijdt aan hooikoorts, en dat dit aantal drastisch groeit. Volgens next.checkt zijn de bronnen waar Kleenex dit op baseert ofwel niet bestaand, ofwel verkeerd geinterpreteerd (zoals cijfers over finland op Nederland betrekken) ofwel oncontroleerbaar. Daarnaast vertelt next.checkt dat de prevalentie van hooikoorts nauwelijks te meten is; weinig mensen gaan voor hooikoorts naar een arts, en de medicatie ervoor is vrij verkrijgbaar. Op basis van deze feiten baseert next.checkt zijn oordeel dat Kleenex' uitspraak ongefundeerd is.","T81-223840068.txt","vwo","P48","T81",84,68,8
51,"De bewering van Kleenex is ongefundeerd, omdat Kleenex onder andere twee bronnen heeft gebruikt. E�n bron is gebaseerd op eigen onderzoek dat niet openbaar is. Daarnaast werd een artikel gebruikt waarvan de bron EAACI zelf zegt dat de cijfers niet kloppen, de tweede bron bestaat niet meer. Het aantal patienten is moeilijk te meten: Hooikoorts is seizoensgebonden en medicijnen zijn zonder recept te verkrijgen. Hierdoor zijn  er veel mensen die niet voor hooikoorts naar de dokter gaan. Daarnaast is het ook moeilijk om te constateren wanneer iemand hooikoorts heeft of een variant. De bewering dat de afgelopen tien tot vijftien jaar Het aantal patienten is verdubbelt kan niet zo zijn volgens het CMR want het aantal neemt af, daarbij komt ook kijken dat de gegevens maar tot  lopen.","T81-223840069.txt","vwo","P49","T81",84,69,14
53,"Kleenex stelt dat ��n op de vijf mensen hooikoorts heeft. Next.checkt heeft dit onderzocht en als 'ongefundeerd' verklaard. De bronnen die Kleenx heeft gebruikt zijn namelijk niet te  vertrouwen. Zo verklaart ��n bron, het KNMI, dat ze niet eens hooikoortgevallen bijhouden. Een andere bron van Kleenex, het EAACI, zegt dat zij het cijfer niet herkennen. Er zijn dus bijna geen cijfers over hooikoorts want niet iedereen die dit heeft meldt zich bijvoorbeeld bij een huisarts. Dat er een verdubbeling is , is ook niet te meten. De meest betrouwbare gegevens, die van het CMR gaan niet verder dan . Er zijn dus geen goede cijfers waarop Kleenex zijn uitspraak kan baseren.","T81-223840071.txt","vwo","P50","T81",84,71,11
54,"De bewering van Kleenx is tweeledig. Ten eerste zeggen ze dat % van de Nederlanders hooikoorts heeft. Voor dit percentage gebruikt Kleenex onbetrouwbare of niet bestaande bronnen en absolute cijfers zijn er niet. Het is slechts een schatting omdat niet iedereen met het probleem naar de huisarts gaat. Ten tweede zegt Kleenex dat het aantal mensen met hooikoorts drastisch toeneemt. Ook hiervoor zijn geen duidelijke cijfers en hoewel er wel een toename is, kan men zeker niet spreken van een verdubbeling. Ook hiervoor worden oncontroleerbare of onzekere bronnen gebruikt. Op basis van deze argumenten kan de uitspraak van Kleenex beschouwd worden als ongefundeerd. ","T81-223840072.txt","vwo","P51","T81",84,72,7
55,"'Een  op de vijf mensen heeft last van hooikoorts en dit aantal groeit drastisch' werd beweerd door Kleenex.  Allereerst zijn de bronnen van Kleenex niet te controleren, de cijfers blijken niet te bestaan. Daarnaast is het sowieso lastig te controleren hoeveel mensen naar de huisarts gaan met deze klachten. In Finland klopte dit aantal, maar dat hoeft in Nederland niet zo te zijn. Daarbij komt dat de cijfers die w�l bekend zijn, niet recent genoeg zijn. Hieruit kun je dus concluderen dat het oordeel van next.checkt over het ongefundeerde artikel gerechtvaardigd mag worden. ","T81-223840073.txt","vwo","P52","T81",84,73,8
57,"In het artikel van gezondheidsnet.nl worden als bron EAACI en allergie-site.nl genoemd. Die laatste bestaat niet langer en een woordvoerder van het EAACI zegt het cijfer (%) van de Nederlanders dat last heeft van hooikoorts, niet te herkennen. Bij het persbericht van Biohorma wordt het KNMI als bron gebruikt, maar het KNMI zegt geen hooikoortscijfers te hebben. Het blijkt bijzonder lastig on een schatting te maken van het aantal mensen met hooikoorts. Niemand houdt de aantallen bij, want de klachten zijn seizoensgebonden en vari�ren per jaar. Doktersbzoek is niet nodig en medicijnen zijn zonder recept te verkrijgen. Volgens het RIVM wordt bij onderzoek over neusallergie geen onderscheid gemaakt tussen hooikoorts en andere vormen. Die schatting biedt dus geen uitsluitsel. Het CMR registreert het door huisartsen gediagnosticeerde gevallen van hooikoorts. Het biedt echter weer geen uitsluitsel, omdat niet iedereen de huisarts bezoekt bij hooikoorts.","T81-224900130.txt","vwo","P53","T81",79,130,11
58,"De bewering van Kleenex is ongefundeerd. Ten eerste zijn de uitspraken volgens een woordvoerder van Kleenex gebaseerd op eigen onderzoek dat uitsluitend voor intern gebruik is en niet kan worden gedeeld. Het gaat hierbij niet om een Europees onderzoek. Ten tweede is het lastig om een schatting te maken van het aantal mensen met hooikoorts. Niemand houdt de aantallen bij, want de klachten zijn seizoensgebonden en vari�ren per jaar. Bovendien heeft ongeveer eenderde van de Nederlandse bevolking last van een neusallergie, maar daarbij wordt geen onderscheid gemaakt tussen hooikoort en andere vormen. Die schatting biedt dus geen uitsluitsel. Ook Ook gaat niet iedereen vanwege hooikoortsklachten naar de huisarts. Het heeft dus ook geen zin om naar de gediagnotiseerde gevallen van hooikoorts te bekijken. Dat er een verdubbeling heeft plaatsgevonden klopt ook niet, want het aantal bij de huisarts geregistreerd, is afgenomen.","T81-224900131.txt","vwo","P54","T81",79,131,9
