"","text","schooltype","T3F_54","id"
"40","Kleenex beweerd op basis van eigen onderzoek in samenwerking met de University of Worcester dat op de mensen last heeft van hooikoorts en ","vwo",10,40
"41","De bewering dat op de mensen last heeft van hooikoorts en het aantal groeit is ongefundeerd Omdat Kleenex hiervoor bronnen heeft gebruikt die niet meer bestaan of zeggen de onderzoeken niet te herkennen Hierdoor is het te betwijfelen of er wel echt onderzoeken hebben plaatsgevonden Ook het feit dat het aantal mensen dat hooikoorts heeft niet bekend is maakt het onduidelijk Dit komt doordat doktersbezoek niet meer noodzakelijk is iedereen kan zelf hooikoortsmedicijnen halen Hierdoor kun je dat ook niet zeggen dat de aantallen zijn gestegen want die zijn niet bekend Hoewel onderzoeken naar bijvoorbeeld neus en ademhalingsallergieen inderdaad Rond de uitkomen is hierbij niet apart naar hooikoorts gekeken Het aantal diagnoses van hooikoorts is tot wel toegenomen maar recentere cijfers zijn niet beschikbaar Omdat er dus geen accurate cijfers zijn geen recente onderzoeken en geen controleerbare bronnen zijn wordt de uitspraak ongegrond beoordeelt","vwo",12,41
"42","De uitspraken van het Europese onderzoek zijn gebasseerd op eigen onderzoek Bij nakijking Van de Nederlandse en het gebruikte bronnen EAACI bleken de bronnen de Uitkomsten Niet te herkennen Daarnaast blijkt het bijzonder lastig een schatting te maken van het aantal mensen met hooikoorts omdat het aantallen niet goed worden bijgehouden Het RIVM met een bevolkingsonderzoek gaf ook geen uitsluitsel omdat er geen onderscheid werd gemaakt tussen hooikoorts en andere vormen van neusallergie Daarnaast geven cijfers van door huisartsen gediagnoticeerde gevallen geen uitsluitsel omdat lang niet iedereen de huisarts bezoekt vanwege hooikortsklachten Wel kan er gekeken worden of het aantal huisartsbezoeken voor hooikoorts in verhouding tot het totaal aantal huisartsbezoeken toeneemt Hierop kan wel gewezen worden dat het aantal toenam maar met hoeveel met een verdubbeling volgens Kleenex kan niet gezegd worden","vwo",10,42
"43","Het cijfer dat Kleenex heeft gevonden wordt niet herkend door de woordvoerder van het EAACI KNMI zou het cijfer hebben gehad door twee woorden onleesbaar dat de hooikoortspatienten in Nederland van naar zou zijn gegaan KNMI heeft het cijfer niet Het is bijzonder lastig om een schatting te maken vh aantal mensen met hooikoorts want de klachten varieren per jaar Er zijn bovendien verschillende soorten hooikoorts In Nederland verzamelt de CMR sinds door huisartsen gediagnosticeerde gevallen van hooikoorts Dit biedt geen uitsluitsel over prevalentie omdat niet iedereen de huisarts bezoekt voor hooikoorts Dus de uitspraak op is niet te onderzoeken Kleenex bronnen zijn dus niet controleerbaar Er kan wel worden gekeken of de diagnoses van hooikoorts toenemen Dat was wel het geval Het kan dus wel zijn voorgekomen Een verdubbeling in jaar is onwaarschijnlijk Vanaf neemt het aantal door huisartsen geregistreerde gevallen af In Nederland zijn dus geen accurate gegevens beschikbaar","vwo",8,43
"44","Kleenex beweert dat een op de vijf Nederlanders last heeft van hooikoorts en dat dat aantal drastisch stijgt Nextcheckt concludeert dat de bronnen waarop Kleenex zich baseert verkeerd gebruikt zijn of niet te controleren Ook is het niet mogelijk een accurate schatting te geven aangezien geneesmiddelen vrij verkrijgbaar zijn en doktersbezoek niet altijd nodig is Daarbij komt dat de grens tussen hooikoorts en andere allergieen soms onduidelijk is Het aantal diagnoses van hooikoorts is de laatste jaren ook afgenomen en de verdubbeling waarvan Kleenex spreekt is dus onwaarschijnlijk en ongefundeerd Ook zijn er geen recente data over Nederland en dit maakt de beweringen van Kleenex niet alleen onwaarschijnlijk maar ook ongefundeerd","vwo",8,44
"45","De cijfers die door Kleenex worden gegeven zijn afkomstig van bronnen die beweren dat die cijfers niet van hen afkomstig zijn Daarbij worden er geen cijfers bijgehouden over het aantal hooikoortspatienten dat er is omdat de klachten seizoensgebonden zijn en per jaar varieren Ook is het lastig om hooikoorts te onderscheiden omdat er allergien zijn die dezelfde reacties geven als hooikoorts Mensen die de klachten die bij hooikoorts horen hebben bezoeken ook niet altijd de huisarts waardoor lang niet alle hooikoortspatienten worden geregistreerd Uit die registratie die er wel is blijkt echter dat de groei van het aantal hooikoortspatienten afneemt Verder zijn er weinig andere recente data beschikbaar over hooikoorts in Nederland de meeste recente gegevens zijn namelijk uit Ook heeft Kleenex het eigen onderzoek niet gepubliceerd","vwo",11,45
"46","Een op de vijf mensen heeft last van hooikoorts en dat aantal groeit drastisch Dit beweert Kleenex Nextcheckt beoordeelt deze bewering als ongefundeerd omdat het onderzoek van Kleenex gebaseerd is op cijfers van bronnen die weer andere bronnen hadden gebruikt maar die niet over hooikoortscijfers beschikken De bronnen zijn niet controleerbaar Ook is er niemand die de aantallen bijhoudt omdat niet alle gevallen bij een dokter gediagnosticeerd worden In Finland is een onderzoek geweest waaruit bleek dat van de bevolking hooikoorts bleek te hebben maar dit betekent niet dat dit ook in het geval van Nederland is In onderzoeken van Nederland bleek hooikoorts niet apart onderzocht te zijn maar neusallergie Niemand weet hoeveel personen met neusallergie hooikoorts hebben Het CMR heeft onderzocht in periode naar de stijging van hooikoorts Er was wel een stijging maar van verdubbeling was geen sprake omdat veel gevallen niet door dokters zijn geregistreerd","vwo",7,46
"47","Kleenex zou zich deels hebben gebaseerd op onderzoek van Gezondheidsnetnl Deze site baseerde zich op twee bronnen Allergiesitenl welke tegenwoordig niet meer bestaat en het EAACI maar deze beweerdt de in de mond gelegde getallen niet te kennen Kleenex zou zich tevens op het persbericht van Biohorma hebben gebasseerd Dit persbericht was echter weer gebasseerd op cijfers van het KNMI maar ook deze instantie zegt geen hooikoortscijfers te hebben Logisch natuurlijk want niemand houdt de cijfers bij omdat het seizoensgebonden klachten zijn Naar onderzoek blijkt wel van de Nederlanders een ademhalingsallergie te hebben maar hier is niet gekeken naar hooikoorts apart De bronnen waarop Kleenex zich baseerd blijken dus oncontroleerbaar","vwo",9,47
"48","Kleenex beweert dat van Nederland lijdt aan hooikoorts en dat dit aantal drastisch groeit Volgens nextcheckt zijn de bronnen waar Kleenex dit op baseert ofwel niet bestaand ofwel verkeerd geinterpreteerd zoals cijfers over finland op Nederland betrekken ofwel oncontroleerbaar Daarnaast vertelt nextcheckt dat de prevalentie van hooikoorts nauwelijks te meten is weinig mensen gaan voor hooikoorts naar een arts en de medicatie ervoor is vrij verkrijgbaar Op basis van deze feiten baseert nextcheckt zijn oordeel dat Kleenex uitspraak ongefundeerd is","vwo",8,48
"49","De bewering van Kleenex is ongefundeerd omdat Kleenex onder andere twee bronnen heeft gebruikt Een bron is gebaseerd op eigen onderzoek dat niet openbaar is Daarnaast werd een artikel gebruikt waarvan de bron EAACI zelf zegt dat de cijfers niet kloppen de tweede bron bestaat niet meer Het aantal patienten is moeilijk te meten Hooikoorts is seizoensgebonden en medicijnen zijn zonder recept te verkrijgen Hierdoor zijn er veel mensen die niet voor hooikoorts naar de dokter gaan Daarnaast is het ook moeilijk om te constateren wanneer iemand hooikoorts heeft of een variant De bewering dat de afgelopen tien tot vijftien jaar Het aantal patienten is verdubbelt kan niet zo zijn volgens het CMR want het aantal neemt af daarbij komt ook kijken dat de gegevens maar tot lopen","vwo",14,49
"50","Kleenex stelt dat een op de vijf mensen hooikoorts heeft Nextcheckt heeft dit onderzocht en als ongefundeerd verklaard De bronnen die Kleenx heeft gebruikt zijn namelijk niet te vertrouwen Zo verklaart een bron het KNMI dat ze niet eens hooikoortgevallen bijhouden Een andere bron van Kleenex het EAACI zegt dat zij het cijfer niet herkennen Er zijn dus bijna geen cijfers over hooikoorts want niet iedereen die dit heeft meldt zich bijvoorbeeld bij een huisarts Dat er een verdubbeling is is ook niet te meten De meest betrouwbare gegevens die van het CMR gaan niet verder dan Er zijn dus geen goede cijfers waarop Kleenex zijn uitspraak kan baseren","vwo",11,50
"51","De bewering van Kleenx is tweeledig Ten eerste zeggen ze dat van de Nederlanders hooikoorts heeft Voor dit percentage gebruikt Kleenex onbetrouwbare of niet bestaande bronnen en absolute cijfers zijn er niet Het is slechts een schatting omdat niet iedereen met het probleem naar de huisarts gaat Ten tweede zegt Kleenex dat het aantal mensen met hooikoorts drastisch toeneemt Ook hiervoor zijn geen duidelijke cijfers en hoewel er wel een toename is kan men zeker niet spreken van een verdubbeling Ook hiervoor worden oncontroleerbare of onzekere bronnen gebruikt Op basis van deze argumenten kan de uitspraak van Kleenex beschouwd worden als ongefundeerd ","vwo",7,51
"52","Een op de vijf mensen heeft last van hooikoorts en dit aantal groeit drastisch werd beweerd door Kleenex Allereerst zijn de bronnen van Kleenex niet te controleren de cijfers blijken niet te bestaan Daarnaast is het sowieso lastig te controleren hoeveel mensen naar de huisarts gaan met deze klachten In Finland klopte dit aantal maar dat hoeft in Nederland niet zo te zijn Daarbij komt dat de cijfers die wel bekend zijn niet recent genoeg zijn Hieruit kun je dus concluderen dat het oordeel van nextcheckt over het ongefundeerde artikel gerechtvaardigd mag worden ","vwo",8,52
"53","In het artikel van gezondheidsnetnl worden als bron EAACI en allergiesitenl genoemd Die laatste bestaat niet langer en een woordvoerder van het EAACI zegt het cijfer van de Nederlanders dat last heeft van hooikoorts niet te herkennen Bij het persbericht van Biohorma wordt het KNMI als bron gebruikt maar het KNMI zegt geen hooikoortscijfers te hebben Het blijkt bijzonder lastig on een schatting te maken van het aantal mensen met hooikoorts Niemand houdt de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar Doktersbzoek is niet nodig en medicijnen zijn zonder recept te verkrijgen Volgens het RIVM wordt bij onderzoek over neusallergie geen onderscheid gemaakt tussen hooikoorts en andere vormen Die schatting biedt dus geen uitsluitsel Het CMR registreert het door huisartsen gediagnosticeerde gevallen van hooikoorts Het biedt echter weer geen uitsluitsel omdat niet iedereen de huisarts bezoekt bij hooikoorts","vwo",11,53
"54","De bewering van Kleenex is ongefundeerd Ten eerste zijn de uitspraken volgens een woordvoerder van Kleenex gebaseerd op eigen onderzoek dat uitsluitend voor intern gebruik is en niet kan worden gedeeld Het gaat hierbij niet om een Europees onderzoek Ten tweede is het lastig om een schatting te maken van het aantal mensen met hooikoorts Niemand houdt de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar Bovendien heeft ongeveer eenderde van de Nederlandse bevolking last van een neusallergie maar daarbij wordt geen onderscheid gemaakt tussen hooikoort en andere vormen Die schatting biedt dus geen uitsluitsel Ook Ook gaat niet iedereen vanwege hooikoortsklachten naar de huisarts Het heeft dus ook geen zin om naar de gediagnotiseerde gevallen van hooikoorts te bekijken Dat er een verdubbeling heeft plaatsgevonden klopt ook niet want het aantal bij de huisarts geregistreerd is afgenomen","vwo",9,54
"55","Samenvatting van Next checkt door Thomas Rueb Kleenex beweert dat een op de vijf mensen last heeft van hooikoorts en dat dat aantal drastisch groeit De redactie van nextcheckt heeft het uitgezocht en heeft de bewering als ongefundeerd beoordeeld De eerste reden is dat de door Kleenex geraadpleegde bronnen Gezondheidsnetnl en Biohorma beiden geen cijfers blijken te hebben waar deze bewering uit kan worden geconcludeerd De tweede reden is dat het aantal mensen met hooikoorts moeilijk te bepalen is Niemand houdt de aantallen bij en doktersbezoek is vaak niet nodig De derde reden is dat het moeilijk is om onderscheid te maken tussen hooikoorts en hyperreactieve rhinitis omdat deze erg op elkaar lijken Op grond van al deze gegevens beoordeelt nextcheckt de uitspraak al ongefundeerd","vwo",9,55
"56","Nextcheckt oordeelt Kleenex als ongefundeerd Ten eerste omdat de bron Allergiesitenl niet langer bestaat en EAACI zegt de cijfers niet te herkennen die Kleenex bekent maakt Ook het KNMI zegt geen hooikoortscijfers te hebbenTen tweede houdt niemand het aantal mensen met hooikoorts bij want de klachten zijn seizoensgebonden en varieren per jaar Bovendien bezoekt niet iedereen de huisarts vanwege hooikoortsklachten en is het dus niet mogelijk om de prevalentie van hooikoorts in Nederland te bepalen Ten slotte neemt vanaf het jaar de groei van het aantal bij de huisarts geregistreerde gevallen af","vwo",11,56
"57","eeste zin onleesbaar Ten eerste is de bewering gebaseerd op eigen onderzoek in samenwerking met de University of Worcester dat uitsluitend voor intern gebruik is en niet kan worden gedeeld Kleenex heeft twee bronnen geraadpleegt Gezondheidsnetnl en Biohorma In het artikel van Gezondheidsnetnl worden de EAACI en Allergiesite genoemd Die laatste bestaat niet meer en de woordvoerder van het EAACI herkent het cijfer niet In het persbericht van Biohorma is de bron volgens een woordvoerder het KNMI maar het KNMI zegt geen hooikoortscijfers te hebben Buiten de onbetrouwbare bronnen is het ook nog eens lastig om een schatting te maken van hooikoorts Niemand houdt de aantallen bij want de klachten zijn seizoensgebonden en varieren per jaar Doktersbezoek is vaak niet nodig en medicijnen zijn zonder recept verkrijgbaar Ook worden op hooikoorts lijkende klachten die het hele jaar voorkomen niet onderscheiden van de echte hooikoorts de seizoensgebonden allergische rhinitis","vwo",12,57
